employeeID,name,position,hireDate,branchID,email
E0379,Gail Sanchez,Advisor,2015-07-19,B010,cruzjohn@example.com
E0380,Michael Torres,Teller,2024-07-28,B192,deborahthomas@example.org
E0381,Richard Valdez,Advisor,2016-04-09,B106,jonesandrew@example.net
E0382,Tara Navarro,Clerk,2017-01-22,B137,bethanyjackson@example.com
E0383,Jessica Mclean,Advisor,2022-11-04,B013,vellis@example.com
E0384,Robin Rhodes,Teller,2019-02-08,B061,zruiz@example.org
E0385,Madison Campbell,Advisor,2017-12-26,B123,ehernandez@example.org
E0386,Michelle Thomas,Advisor,2024-12-29,B037,theresaherrera@example.com
E0387,Juan Garcia,Clerk,2019-10-15,B115,ronaldwilliams@example.net
E0388,Bridget Morse,Clerk,2018-10-23,B032,villarreallindsay@example.org
E0389,Mary Hudson MD,Manager,2023-10-21,B162,yfreeman@example.com
E0390,Gabriel Barber,Manager,2020-06-04,B182,nwatson@example.org
E0391,Brandi Mendoza,Advisor,2018-09-26,B026,douglasstephens@example.org
E0392,Jill Cordova,Advisor,2017-11-27,B124,debradorsey@example.net
E0393,Jennifer Lambert,Clerk,2017-10-29,B057,amanda77@example.com
E0394,Timothy Robinson,Clerk,2022-06-10,B077,hamiltonjennifer@example.net
E0395,Sherry Mayo,Manager,2015-08-10,B018,kylie03@example.org
E0396,Marie Frederick,Clerk,2017-09-01,B068,kelly53@example.org
E0397,Michael Diaz,Teller,2019-01-19,B115,williamsonkimberly@example.net
E0398,Gary Rodgers,Clerk,2023-01-26,B086,dcervantes@example.com
E0399,Christine Rodriguez,Manager,2020-02-22,B172,cdennis@example.org
E0400,Ernest Bell,Advisor,2022-07-05,B165,ucarrillo@example.com
E0401,Keith Arnold,Advisor,2015-11-29,B145,vhughes@example.com
E0402,Rachel Horton,Advisor,2022-01-18,B035,ojackson@example.net
E0403,Phillip Ramirez,Teller,2017-11-27,B080,ngoodman@example.com
E0404,Teresa Webb,Advisor,2017-02-22,B035,katelyn90@example.org
E0405,Robert Davis,Clerk,2017-03-08,B093,morrisoncarol@example.org
E0406,Nicole Harris,Teller,2022-08-17,B184,marcus07@example.net
E0407,Janet Phillips,Teller,2024-09-20,B022,zboyd@example.com
E0408,Anna Jackson,Advisor,2025-03-02,B149,bethanyyang@example.net
E0409,Audrey Cooper,Manager,2022-11-07,B006,amy15@example.com
E0410,Katherine Jenkins,Clerk,2021-06-24,B053,mmartinez@example.com
E0411,James Wang,Manager,2023-08-16,B010,bfrey@example.com
E0412,Catherine Montgomery,Advisor,2016-05-22,B005,tina87@example.org
E0413,Ryan Washington,Teller,2021-12-04,B148,amy11@example.org
E0414,Terri Carroll,Clerk,2023-04-25,B033,debbienewman@example.com
E0415,Michael Russell,Teller,2016-10-28,B147,npeters@example.net
E0416,Barbara Lewis,Clerk,2024-01-06,B017,hessscott@example.com
E0417,Vincent Hernandez,Clerk,2018-03-20,B119,pholmes@example.com
E0418,Michael Wilson,Advisor,2024-12-27,B006,danhayden@example.net
E0419,Chad Brown,Teller,2022-04-18,B062,michaelprice@example.net
E0420,Dr. James Sutton,Teller,2025-04-16,B145,gmiller@example.com
E0421,John Marks,Clerk,2024-11-29,B003,susan30@example.net
E0422,Gregory Mitchell,Advisor,2016-03-16,B065,kristindickerson@example.org
E0423,Dale Marshall,Manager,2019-01-02,B073,stephen03@example.net
E0424,Brandon Wade,Teller,2024-05-04,B053,rogersjacob@example.net
E0425,Brandon Reed,Manager,2018-10-18,B012,benjamin62@example.net
E0426,Bill Gutierrez,Teller,2023-02-27,B170,lodonnell@example.org
E0427,Shawn Nelson,Advisor,2022-10-13,B021,allenashley@example.net
E0428,Katelyn West,Teller,2021-09-26,B143,parkerkeith@example.com
E0429,Thomas Vasquez,Manager,2021-02-19,B162,danielsandoval@example.com
E0430,Crystal Bailey,Teller,2021-03-23,B162,turnercrystal@example.net
E0431,Haley Huff,Advisor,2021-05-10,B151,umitchell@example.net
E0432,Don Clark,Teller,2016-05-21,B050,vserrano@example.com
E0433,Nicole Matthews,Clerk,2020-01-27,B022,deangarrett@example.com
E0434,Carlos Castro,Manager,2015-07-21,B185,john48@example.com
E0435,Amanda Garcia,Manager,2022-11-07,B125,xwatson@example.org
E0436,Mr. Edward Chavez,Clerk,2024-06-21,B198,yramos@example.net
E0437,Bruce Clark,Teller,2016-03-09,B093,sabrinaford@example.net
E0438,Lisa Jackson,Manager,2024-08-23,B027,barryhall@example.com
E0439,Karen Willis,Teller,2016-12-06,B099,gsmith@example.com
E0440,Linda Juarez,Teller,2016-09-08,B163,paulgoodman@example.org
E0441,Mark Thompson,Advisor,2018-03-15,B182,rmorrison@example.net
E0442,Jasmine Velez,Clerk,2023-08-17,B019,terrancebrown@example.net
E0443,Alicia Montes,Clerk,2016-01-02,B026,gillgrace@example.org
E0444,Audrey Davenport,Teller,2016-09-03,B024,brenda91@example.net
E0445,Tara Brown,Advisor,2022-12-20,B167,joshuarobertson@example.net
E0446,Kimberly Cochran,Teller,2021-03-13,B134,comptonkimberly@example.net
E0447,Kimberly Mays,Teller,2019-11-11,B006,duransydney@example.com
E0448,Isaiah Mann,Teller,2024-02-02,B053,xperry@example.org
E0449,Caitlin Sherman,Teller,2025-01-02,B025,valeriejohnson@example.com
E0450,Jennifer Fuller,Teller,2020-09-01,B058,wernernicole@example.org
E0451,Michelle Ochoa,Manager,2018-04-09,B100,chenjose@example.net
E0452,Julie Arroyo,Teller,2017-06-01,B140,rebecca56@example.com
E0453,Jessica Roy DDS,Teller,2021-09-11,B008,diane59@example.net
E0454,Charles Johnson,Manager,2021-02-16,B119,barneschelsea@example.org
E0455,Jessica Stewart,Manager,2017-10-13,B091,joseph29@example.org
E0456,Matthew Miller,Teller,2017-11-04,B124,wfrancis@example.com
E0457,Herbert Sawyer,Teller,2021-03-04,B115,snelson@example.net
E0458,Melissa Carrillo,Advisor,2023-02-06,B058,jose79@example.org
E0459,James Anderson,Advisor,2024-04-25,B176,patrick24@example.org
E0460,Bridget Simon,Teller,2016-11-13,B183,dwashington@example.net
E0461,Jessica Freeman,Manager,2025-06-03,B039,alison33@example.com
E0462,Jose Francis,Teller,2021-01-26,B164,ramirezmiguel@example.net
E0463,Tara Smith,Manager,2018-12-09,B156,jennifer46@example.com
E0464,Paul Davis,Clerk,2019-01-25,B192,hurleyjoseph@example.net
E0465,Mrs. Alicia Bowman PhD,Manager,2025-03-16,B017,jonathan00@example.net
E0466,James Wells,Clerk,2016-01-23,B101,llewis@example.org
E0467,Maureen Hurst,Clerk,2018-02-12,B025,erikmiller@example.com
E0468,Ashley Robinson,Advisor,2017-05-05,B078,doughertystephanie@example.org
E0469,Brittany Murray,Advisor,2020-04-23,B162,parker19@example.com
E0470,Jonathon White,Teller,2020-06-17,B041,paul59@example.net
E0471,Samuel Evans,Advisor,2020-06-28,B005,perezashlee@example.net
E0472,Jessica Davis,Manager,2019-11-05,B072,smitchell@example.net
E0473,Lisa Foster,Clerk,2019-08-13,B128,tiffanyjohnson@example.org
E0474,Clifford Rodriguez,Manager,2020-06-28,B026,johnjuarez@example.net
E0475,Joseph Williams,Teller,2019-11-19,B077,frank73@example.com
E0476,Lauren Davis,Teller,2022-07-25,B006,gonzalezjeffrey@example.net
E0477,Stephanie Hutchinson,Advisor,2017-03-02,B186,huntermichael@example.net
E0478,Norman Mccoy,Clerk,2020-09-23,B046,aalvarado@example.com
E0479,Erica Stewart,Teller,2019-05-18,B039,ogarcia@example.org
E0480,Jeffrey Rojas,Advisor,2018-12-17,B038,rogersmith@example.org
E0481,Stephen Jones,Teller,2017-08-14,B139,pmiller@example.com
E0482,Edward Hernandez,Manager,2018-01-14,B094,ashleyodom@example.org
E0483,Michael Waters,Manager,2016-04-03,B123,crawfordrobert@example.net
E0484,Hailey Golden,Manager,2018-07-27,B186,elizabeththomas@example.net
E0485,Riley Davis,Manager,2018-08-13,B004,suzannewebb@example.com
E0486,Dana Martinez,Advisor,2022-12-04,B168,millsallison@example.org
E0487,Randall Blackwell,Teller,2025-02-08,B111,james93@example.net
E0488,Timothy Alvarez,Clerk,2024-05-19,B039,racheldunn@example.com
E0489,Amanda Townsend,Teller,2017-02-06,B163,carolynbell@example.org
E0490,Donna Garrett,Teller,2019-09-09,B077,michaeltapia@example.org
E0491,Stephen Holden,Manager,2018-04-09,B036,thill@example.org
E0492,Jay Galvan,Teller,2023-07-06,B126,chadmoreno@example.com
E0493,Curtis Lee,Clerk,2024-03-08,B100,gary04@example.org
E0494,Anthony Baker,Advisor,2025-02-10,B080,matthewsanchez@example.net
E0495,Timothy Morris,Advisor,2025-01-04,B062,melindajenkins@example.com
E0496,Nicole Turner,Clerk,2019-12-12,B032,wedwards@example.com
E0497,John Smith,Advisor,2021-09-30,B064,john34@example.net
E0498,Alicia Alvarez,Clerk,2016-06-07,B151,stephaniemiranda@example.net
E0499,William Avila,Advisor,2018-07-28,B183,wsmith@example.org
E0500,Steven Chapman,Teller,2023-12-25,B050,joseph58@example.com
