claimID,policyID,claimAmount,claimDate,claimStatus,description,payoutDate
CL20811,P12114,8721,2022-06-25,Closed,Pick total safe debate.,2025-04-14
CL20812,P11625,9534,2023-01-11,Open,Really home your.,
CL20813,P11477,4529,2023-09-27,Rejected,Truth word black.,
CL20814,P16684,17867,2024-07-14,Open,Determine forward night.,
CL20815,P11366,19705,2025-01-01,Open,Section project wait.,
CL20816,P13640,14465,2024-08-09,Open,Task water.,
CL20817,P11988,11996,2024-01-28,Open,Defense bit thing notice.,
CL20818,P12079,2512,2025-05-04,Closed,Throw weight husband appear.,2024-11-25
CL20819,P16515,16173,2022-09-09,Closed,Majority move wear.,2025-05-03
CL20820,P14337,19334,2024-06-23,Closed,Cost resource turn machine.,2023-12-21
CL20821,P13724,14177,2024-08-26,Closed,Student series thus TV.,2024-11-09
CL20822,P16908,9648,2025-04-21,Rejected,Century station general official special.,
CL20823,P16326,3614,2024-04-14,Open,And debate foot not write.,
CL20824,P15351,7498,2024-07-12,Open,However clear.,
CL20825,P13824,7430,2024-12-28,Rejected,Southern throw this.,
CL20826,P15096,19420,2024-04-14,Closed,Occur fish gas.,2023-10-16
CL20827,P11511,3417,2023-09-02,Closed,Very traditional generation work game.,2023-08-06
CL20828,P12320,7046,2022-07-22,Closed,Unit likely finish.,2024-07-04
CL20829,P15291,5324,2023-07-28,Open,Memory too mention house.,
CL20830,P10346,8845,2023-04-25,Open,Per factor office boy.,
CL20831,P14247,5846,2025-04-15,Closed,You education mean.,2024-03-30
CL20832,P13820,4469,2024-03-19,Rejected,Receive page nation action section.,
CL20833,P14117,6477,2022-09-28,Rejected,Suggest song.,
CL20834,P12924,13422,2024-03-22,Closed,Other hard thought strong.,2025-06-08
CL20835,P14724,5956,2023-01-27,Rejected,Offer always eight.,
CL20836,P13100,11713,2022-12-25,Open,When thing production site.,
CL20837,P16669,11966,2024-12-06,Open,Method five your manager.,
CL20838,P15918,7839,2025-01-02,Open,Follow forward him.,
CL20839,P16526,4095,2022-09-29,Rejected,College bad.,
CL20840,P17732,10416,2024-05-23,Closed,Learn energy mean.,2024-08-04
CL20841,P17545,12855,2022-12-04,Open,More deep conference total.,
CL20842,P17151,14767,2024-11-27,Closed,How move cut me.,2023-12-17
CL20843,P12200,9683,2023-05-05,Open,True number ask response.,
CL20844,P13973,18501,2023-09-01,Rejected,Physical decade tonight hour.,
CL20845,P14140,4251,2024-01-30,Open,Pretty represent appear.,
CL20846,P11024,17940,2023-05-19,Open,Cost its pattern.,
CL20847,P10485,6724,2023-01-14,Rejected,Brother indeed crime.,
CL20848,P10300,18593,2024-04-29,Closed,Carry special available argue.,2025-05-29
CL20849,P16082,1557,2023-10-06,Rejected,Rather theory.,
CL20850,P17899,15161,2022-06-27,Rejected,Interview reduce.,
CL20851,P10752,5411,2024-06-12,Closed,Growth improve society.,2024-01-16
CL20852,P12180,9071,2022-10-02,Rejected,We class open deep.,
CL20853,P13596,5205,2024-08-13,Open,If whole address game.,
CL20854,P14011,16724,2023-05-14,Closed,Customer seem about garden.,2023-10-15
CL20855,P14377,19354,2023-11-10,Rejected,Describe ever play.,
CL20856,P17920,14810,2022-10-01,Closed,Phone individual within suggest.,2023-11-09
CL20857,P16746,6283,2023-12-07,Closed,Add number bag PM put.,2024-05-10
CL20858,P10020,7858,2025-03-18,Open,Hope later although.,
CL20859,P17123,2473,2022-07-19,Open,Work message.,
CL20860,P11135,2618,2024-06-11,Open,Special institution into.,
CL20861,P11433,15978,2023-01-15,Rejected,Difficult name us.,
CL20862,P11226,15105,2024-05-13,Closed,Relate course.,2025-05-17
CL20863,P12648,19409,2024-09-29,Closed,Fast fast nice senior.,2024-08-03
CL20864,P14019,16558,2023-08-31,Closed,Thought outside member officer.,2024-09-03
CL20865,P17410,14019,2022-10-02,Closed,Sense able.,2024-10-31
CL20866,P12312,3443,2023-03-06,Rejected,Chair opportunity on she might.,
CL20867,P11308,15445,2025-04-04,Closed,Road people.,2023-11-07
CL20868,P16385,10587,2024-10-14,Open,During husband.,
CL20869,P15488,6037,2024-12-01,Open,Beat high in this.,
CL20870,P14289,15945,2023-06-05,Rejected,It six road.,
CL20871,P17967,4252,2023-08-30,Open,Cultural question.,
CL20872,P16017,12532,2022-08-15,Closed,Surface them plant south laugh.,2025-03-24
CL20873,P10088,7646,2025-01-16,Closed,While consumer.,2023-06-19
CL20874,P14646,13458,2023-08-28,Open,Technology figure field evening third.,
CL20875,P14574,3296,2023-07-09,Open,Group with detail pick.,
CL20876,P10586,7779,2023-11-09,Open,Stand development idea.,
CL20877,P10238,8154,2023-10-23,Rejected,Soon rich tell page real.,
CL20878,P14679,11406,2024-10-03,Open,Sit customer.,
CL20879,P12073,10691,2025-04-28,Closed,Program mouth set occur.,2024-09-30
CL20880,P14020,15392,2024-06-16,Open,Specific cost catch.,
CL20881,P10056,1062,2023-06-08,Open,Little impact person.,
CL20882,P13366,8737,2023-09-28,Open,Commercial officer.,
CL20883,P11671,18785,2024-09-14,Rejected,Large real American rise occur.,
CL20884,P14674,3219,2024-06-26,Closed,About any return answer.,2024-05-24
CL20885,P14061,9212,2022-08-12,Closed,Military will write financial plant.,2024-10-31
CL20886,P12960,11024,2022-10-08,Rejected,Mouth ball.,
CL20887,P13195,8003,2023-01-10,Closed,Finally newspaper most question good.,2025-04-13
CL20888,P10414,12332,2022-09-09,Rejected,Then society truth card.,
CL20889,P15364,1503,2024-07-24,Closed,Across send today couple.,2024-06-01
CL20890,P14668,5601,2025-02-19,Rejected,Explain will upon.,
CL20891,P11759,12649,2022-10-14,Rejected,Offer side page.,
CL20892,P11509,1539,2024-09-05,Closed,Nearly money stand remain.,2023-09-15
CL20893,P12061,19783,2024-04-20,Rejected,Fly soon baby.,
CL20894,P11274,4229,2025-04-03,Rejected,International woman main charge.,
CL20895,P16349,19790,2022-08-14,Closed,Piece result seek.,2024-06-29
CL20896,P16767,7361,2025-04-29,Open,To chance report.,
CL20897,P12248,2744,2024-10-01,Closed,Fill plan this most.,2023-12-28
CL20898,P13256,2287,2024-08-28,Open,Great artist town any.,
CL20899,P13167,9880,2024-02-23,Closed,Sure project serve ok.,2023-07-06
CL20900,P14872,16310,2022-09-28,Open,Plan close discover modern.,
CL20901,P12733,6568,2022-08-21,Rejected,Mention father.,
CL20902,P13091,6802,2024-03-17,Closed,Leave few president.,2024-05-18
CL20903,P11393,3876,2024-06-26,Rejected,Follow scientist step.,
CL20904,P15809,6174,2025-06-10,Rejected,Society avoid among total.,
CL20905,P13089,6223,2023-06-29,Open,Sort political board.,
CL20906,P16030,16269,2024-08-11,Rejected,Own forget be throw success.,
CL20907,P12866,6277,2023-10-10,Closed,Claim score quality you.,2025-01-18
CL20908,P15824,12646,2023-01-07,Closed,Also own respond.,2023-07-15
CL20909,P13119,1581,2024-06-24,Closed,Thing try several among.,2023-07-18
CL20910,P12558,10565,2024-08-21,Closed,Land school central.,2023-12-07
CL20911,P13477,8790,2022-10-30,Open,Care control brother game federal.,
CL20912,P14039,13825,2022-07-31,Rejected,Stand grow simple.,
CL20913,P13018,2966,2024-06-24,Rejected,Want and someone.,
CL20914,P13711,9836,2022-07-23,Closed,Style meet respond former.,2023-07-15
CL20915,P11074,2121,2022-12-25,Closed,Forget need part.,2024-09-11
CL20916,P11571,8576,2024-09-27,Open,Population lead.,
CL20917,P13722,1286,2024-10-27,Closed,Again show.,2023-10-31
CL20918,P11047,3498,2024-11-23,Rejected,Occur indicate boy prepare happy.,
CL20919,P17015,8852,2024-02-11,Open,Development office yard agency oil.,
CL20920,P14070,17565,2023-07-30,Open,Read home sometimes me.,
CL20921,P16843,12858,2025-04-17,Rejected,Mission option type.,
CL20922,P15172,4521,2022-07-19,Rejected,National record dog.,
CL20923,P14206,8707,2023-02-08,Rejected,Whom be its.,
CL20924,P15826,17006,2022-08-30,Closed,Face law increase.,2025-05-06
CL20925,P17228,1949,2023-06-03,Closed,Service authority understand form.,2024-05-04
CL20926,P17657,4738,2025-01-06,Closed,Guy over bring well degree.,2024-07-29
CL20927,P17844,7567,2024-01-19,Open,Tree chance thus.,
CL20928,P16930,17296,2023-07-11,Rejected,Risk personal customer.,
CL20929,P10755,11596,2023-03-21,Open,Too officer difficult far ready.,
CL20930,P15515,6691,2024-08-26,Open,Family indicate care.,
CL20931,P12256,13276,2022-10-27,Closed,Couple important wife out.,2024-04-14
CL20932,P10062,1272,2025-05-30,Rejected,Behavior forget stand ground college.,
CL20933,P12319,4308,2023-08-25,Open,Accept head perform pick.,
CL20934,P15836,2990,2025-06-11,Open,House happen.,
CL20935,P15636,8850,2023-05-08,Closed,Part state.,2024-02-03
CL20936,P16911,1622,2023-04-01,Rejected,Beautiful between total upon.,
CL20937,P16265,1098,2023-02-05,Rejected,Forward keep sort.,
CL20938,P12804,16203,2024-10-03,Closed,Back voice.,2024-06-25
CL20939,P11058,6320,2023-12-14,Rejected,Look might full way of.,
CL20940,P12827,14372,2022-08-28,Rejected,Authority pretty pass.,
CL20941,P10599,14190,2022-12-31,Rejected,Might course.,
CL20942,P16233,15006,2023-04-10,Rejected,Main between truth.,
CL20943,P13472,1970,2023-05-22,Open,Record central that scene.,
CL20944,P12309,10311,2024-05-21,Rejected,Traditional certainly religious scientist thus.,
CL20945,P17236,13018,2023-10-19,Open,Key window market agent candidate.,
CL20946,P13769,13713,2025-02-27,Rejected,Half control site chance.,
CL20947,P12054,16776,2024-04-12,Open,Onto suffer attack end Mr.,
CL20948,P13815,16320,2023-10-06,Closed,Why condition.,2023-10-31
CL20949,P12921,4633,2024-09-25,Rejected,Team kid sport.,
CL20950,P16737,3335,2024-08-24,Open,Apply course bar hear.,
CL20951,P17076,12375,2024-04-29,Rejected,Job theory pick.,
CL20952,P12826,10556,2024-09-07,Open,Call official.,
CL20953,P13374,16750,2023-07-20,Rejected,Now century late wrong.,
CL20954,P17130,2506,2023-11-19,Closed,Success style seat.,2024-07-04
CL20955,P11746,5020,2023-10-21,Rejected,Accept partner.,
CL20956,P12601,16350,2022-11-13,Open,Maintain which cost suffer born.,
CL20957,P17086,9638,2024-09-26,Open,Company movie environment.,
CL20958,P13259,9141,2023-06-26,Rejected,Plant time hard tree bit.,
CL20959,P12282,13018,2023-07-13,Closed,Price until front avoid.,2025-05-16
CL20960,P15431,13506,2024-03-04,Rejected,Focus when money person once.,
CL20961,P11039,9113,2024-10-31,Closed,Ten word list test time.,2024-06-05
CL20962,P15828,12850,2023-02-06,Rejected,Her may Democrat.,
CL20963,P10701,17189,2022-10-20,Rejected,Its more out star.,
CL20964,P12328,8577,2025-03-08,Open,Medical open company.,
CL20965,P16390,1013,2023-11-08,Rejected,Clearly in prevent against member.,
CL20966,P16487,11437,2024-06-28,Rejected,Run rock sometimes something.,
CL20967,P16244,7360,2023-05-07,Open,Well vote focus.,
CL20968,P13404,18295,2023-01-10,Closed,Beat especially.,2024-10-23
CL20969,P15668,17281,2025-03-23,Rejected,Research line your why.,
CL20970,P14435,19698,2023-08-29,Rejected,Loss recent real window.,
CL20971,P14613,13562,2023-02-23,Open,Matter even.,
CL20972,P14702,17187,2024-05-22,Closed,Must end above trouble.,2025-03-20
CL20973,P10192,14111,2023-08-23,Closed,Religious that network decision.,2024-10-30
CL20974,P15241,6731,2024-04-24,Rejected,So make anything.,
CL20975,P12315,9251,2023-04-21,Rejected,Fall produce marriage four.,
CL20976,P14133,18838,2023-01-17,Closed,Receive during girl.,2025-05-23
CL20977,P17227,17251,2022-12-05,Rejected,Husband development president.,
CL20978,P13230,14046,2023-04-17,Open,Can according color last.,
CL20979,P14122,9112,2024-09-14,Closed,Task property former.,2024-04-25
CL20980,P11911,1381,2025-02-08,Open,Per forget per miss.,
CL20981,P15598,7184,2022-07-29,Closed,Value success mind.,2023-07-04
CL20982,P14718,5770,2023-05-22,Open,Stay yourself forward although.,
CL20983,P15990,666,2023-02-19,Rejected,Election fill station guess real.,
CL20984,P15147,8994,2023-04-13,Closed,Maybe way five not.,2025-04-08
CL20985,P14710,2969,2023-09-21,Rejected,Rich kind peace.,
CL20986,P13928,7632,2023-10-30,Rejected,Activity together three.,
CL20987,P16431,11852,2024-12-28,Rejected,Present make.,
CL20988,P14835,5874,2024-09-08,Rejected,Put until mother.,
CL20989,P11080,11791,2023-03-07,Open,Modern on deal growth.,
CL20990,P13328,10063,2025-01-10,Open,Cup effect several view.,
CL20991,P13557,4521,2022-07-10,Rejected,Remember figure.,
CL20992,P13244,7875,2025-05-05,Rejected,Billion right common could.,
CL20993,P10784,17134,2025-04-22,Open,Himself sell today what.,
CL20994,P15857,12513,2024-07-01,Closed,Social cultural court voice.,2025-06-16
CL20995,P11616,13895,2024-03-31,Open,Each attention.,
CL20996,P13869,8350,2023-06-28,Closed,However walk.,2025-05-18
CL20997,P12881,11127,2023-06-23,Open,Reality court along interesting accept.,
CL20998,P12729,1255,2025-01-31,Open,Very dark major store.,
CL20999,P16923,7043,2025-01-05,Rejected,Sit collection structure begin these.,
CL21000,P10477,17477,2024-03-19,Closed,Be medical collection very.,2023-11-10
CL21001,P12045,3415,2024-10-14,Rejected,Board low public.,
CL21002,P14279,19136,2022-08-28,Open,None feeling night.,
CL21003,P17074,19874,2023-07-19,Open,Sport exactly when.,
CL21004,P12097,19114,2025-04-02,Open,Away student range rock set.,
CL21005,P12787,11835,2022-08-01,Closed,Son will season.,2023-09-16
CL21006,P17419,2083,2023-05-30,Open,Thousand generation project provide.,
CL21007,P10065,2651,2024-03-07,Open,I late speech.,
CL21008,P12911,12440,2023-11-27,Rejected,Simple follow interview into.,
CL21009,P13887,15175,2024-06-21,Closed,Gas southern.,2024-03-02
CL21010,P14596,7801,2023-06-28,Closed,According support every animal maintain.,2024-08-07
CL21011,P13047,16878,2022-10-29,Rejected,Man real wrong product.,
CL21012,P12463,4739,2023-05-16,Closed,Else follow kid second third.,2024-07-06
CL21013,P11428,12279,2023-09-23,Rejected,Character building brother.,
CL21014,P11636,12933,2022-07-03,Rejected,Politics consumer expert.,
CL21015,P16777,1284,2022-09-13,Open,Identify customer current feeling green.,
CL21016,P13684,9178,2023-11-16,Open,Wait story thousand.,
CL21017,P16241,13670,2022-08-23,Open,Know name.,
CL21018,P11322,11176,2025-05-06,Rejected,Million long trade.,
CL21019,P15646,10496,2023-05-09,Open,Foreign soldier with ahead.,
CL21020,P15188,1395,2024-02-03,Rejected,Fish set summer enough ever.,
CL21021,P11815,8303,2025-05-10,Open,Always seem together.,
CL21022,P17610,15865,2022-12-14,Rejected,Idea any.,
CL21023,P10592,15807,2025-02-10,Closed,Consumer pick crime expect.,2024-06-13
CL21024,P14210,7028,2023-10-14,Closed,Dinner throw although time.,2025-02-14
CL21025,P16558,17313,2022-11-08,Closed,Activity true huge lose north.,2024-07-10
CL21026,P17350,7099,2022-10-09,Open,Recognize guess light clear.,
CL21027,P14381,10523,2025-02-09,Rejected,So speak us college become.,
CL21028,P13954,10157,2023-07-15,Open,Stop religious both building.,
CL21029,P10243,7614,2024-03-22,Closed,Black professional.,2024-05-05
CL21030,P14789,5566,2023-04-10,Open,Media past end memory page.,
CL21031,P15723,18965,2025-01-22,Rejected,Level only address five.,
CL21032,P14398,18112,2024-03-09,Rejected,Wait address authority father last.,
CL21033,P11404,8207,2022-08-29,Closed,Almost tax.,2025-02-06
CL21034,P16784,15906,2022-07-27,Rejected,White quickly material.,
CL21035,P14321,3954,2025-04-26,Open,Bar until recently learn.,
CL21036,P14809,12966,2024-04-13,Closed,Think matter guy beyond capital.,2024-10-10
CL21037,P16798,1237,2023-05-10,Rejected,Campaign onto.,
CL21038,P14342,14047,2023-09-20,Open,Across investment structure traditional represent.,
CL21039,P15679,17978,2023-11-18,Closed,Fish institution rest list.,2024-05-25
CL21040,P14840,6849,2024-10-23,Open,Audience different.,
CL21041,P16705,16566,2024-05-13,Closed,Popular player choose.,2025-04-29
CL21042,P17840,18101,2025-03-25,Rejected,Begin country real happy detail.,
CL21043,P12028,3193,2024-07-24,Open,Him security option.,
CL21044,P13832,784,2023-10-27,Rejected,Former hope hot yeah.,
CL21045,P11629,14832,2025-01-21,Closed,Suggest available sound among century.,2024-07-06
CL21046,P10921,11719,2025-05-06,Closed,Stage draw dark get.,2024-12-04
CL21047,P13129,18084,2025-03-20,Open,Standard white.,
CL21048,P17228,9317,2022-12-01,Rejected,Call recognize when front.,
CL21049,P17158,13909,2024-08-28,Open,Group form.,
CL21050,P12278,16205,2024-05-29,Rejected,Include adult have Republican hour.,
CL21051,P14411,16831,2023-09-12,Open,Center according hold detail.,
CL21052,P13036,5358,2025-02-08,Closed,Local catch address wear value.,2024-03-17
CL21053,P11480,6228,2022-08-31,Closed,Conference campaign attorney type.,2025-01-23
CL21054,P10091,5677,2022-11-03,Closed,Would TV around.,2023-06-22
CL21055,P15652,11546,2025-03-30,Closed,Idea case job close.,2025-03-23
CL21056,P14071,13182,2024-07-31,Rejected,Fight may.,
CL21057,P17083,7642,2024-09-27,Open,Financial director according.,
CL21058,P10326,18557,2023-05-06,Open,Military political deal.,
CL21059,P12682,19822,2024-10-31,Closed,School control.,2024-01-07
CL21060,P14708,15271,2022-10-07,Rejected,Field thus call girl source.,
CL21061,P14800,12841,2024-02-10,Closed,Important may capital tend.,2023-10-29
CL21062,P17971,536,2022-12-24,Open,Plan bill may figure.,
CL21063,P14704,9144,2023-10-12,Closed,Late never one science floor.,2024-10-15
CL21064,P17426,636,2025-01-07,Open,Us could.,
CL21065,P13272,4806,2023-06-23,Rejected,Back down serious.,
CL21066,P13440,877,2024-09-26,Open,Realize many alone.,
CL21067,P13768,5997,2024-07-05,Rejected,About woman check will very.,
CL21068,P17354,1568,2023-06-30,Rejected,Begin maybe role.,
CL21069,P15421,7413,2024-02-03,Closed,Enter number process more.,2024-06-10
CL21070,P10130,7781,2023-09-24,Rejected,Kitchen offer federal beyond.,
CL21071,P11725,1618,2025-04-11,Rejected,Or friend culture.,
CL21072,P14843,706,2025-06-15,Rejected,Space east.,
CL21073,P13950,2937,2022-08-16,Rejected,Important near trouble.,
CL21074,P15582,11537,2024-11-24,Rejected,Land during change.,
CL21075,P14018,17877,2023-01-02,Closed,Reason product.,2024-05-25
CL21076,P12102,8677,2025-01-25,Open,Maybe debate number.,
CL21077,P10091,2339,2023-08-03,Open,Attack every home simply movement.,
CL21078,P10072,10333,2023-10-02,Open,Outside capital.,
CL21079,P11998,16132,2022-12-16,Closed,Director trial.,2024-12-07
CL21080,P13587,9573,2023-03-14,Rejected,Finally in can.,
CL21081,P14661,18695,2023-03-22,Closed,Father person method.,2024-07-21
CL21082,P13608,576,2023-05-31,Rejected,Shoulder front.,
CL21083,P15578,14849,2025-02-21,Open,Training property because assume exist.,
CL21084,P12805,11618,2025-04-12,Rejected,Plan friend ago area.,
CL21085,P15431,15321,2022-07-28,Closed,Well scene decade.,2025-04-07
CL21086,P17782,18920,2024-04-03,Closed,Our tend mind person need.,2024-07-24
CL21087,P16912,16456,2025-04-29,Closed,Possible north recent guy cost.,2025-02-21
CL21088,P10213,15945,2022-11-05,Closed,Member accept risk.,2023-08-17
CL21089,P14537,2284,2024-06-20,Closed,According and.,2024-09-18
CL21090,P14648,13540,2024-03-09,Closed,Color including majority.,2024-05-13
CL21091,P16590,6003,2024-07-26,Rejected,Fight level say contain everyone.,
CL21092,P11636,12903,2023-03-09,Rejected,Budget education.,
CL21093,P17052,15748,2023-07-01,Open,Partner shoulder article sound.,
CL21094,P12420,8155,2024-11-08,Closed,Perform allow force democratic wrong.,2023-06-26
CL21095,P11652,15606,2024-01-09,Rejected,Agree forget show show may.,
CL21096,P17220,11548,2024-04-24,Open,Act decide.,
CL21097,P13702,11457,2024-08-22,Rejected,Around tough.,
CL21098,P13465,16363,2022-07-14,Rejected,Data any live.,
CL21099,P17033,1077,2023-09-29,Rejected,Money up both.,
CL21100,P11217,5030,2025-03-09,Open,Black space.,
CL21101,P11872,14674,2024-04-05,Open,Last indicate anyone oil.,
CL21102,P15232,2232,2023-02-07,Closed,Reflect back century expert.,2023-10-03
CL21103,P17944,13360,2023-01-15,Rejected,Reveal low dinner voice.,
CL21104,P10096,832,2023-05-12,Open,Report religious fall.,
CL21105,P16406,16617,2024-11-05,Open,Sort than reduce or sell.,
CL21106,P10253,1339,2025-05-31,Closed,Cultural none.,2024-08-13
CL21107,P12509,9407,2025-05-18,Open,Task institution tree name protect.,
CL21108,P15921,9614,2022-12-08,Closed,Close wind debate force.,2024-12-04
CL21109,P17714,11809,2024-01-14,Closed,President animal floor.,2025-03-23
CL21110,P17704,6453,2025-03-06,Closed,Radio share apply everyone word.,2025-04-22
CL21111,P10095,10289,2023-10-01,Rejected,East list ability.,
CL21112,P15731,1931,2024-01-12,Closed,Life avoid choose check.,2023-07-13
CL21113,P13084,18960,2023-11-02,Rejected,Use whole six other.,
CL21114,P14015,18505,2024-11-03,Closed,Service less group cultural.,2025-05-31
CL21115,P11773,12315,2024-09-10,Rejected,Cause order agreement economy.,
CL21116,P15508,6284,2024-05-02,Closed,Act great threat.,2023-09-22
CL21117,P15914,1958,2022-08-18,Open,Husband answer sure family.,
CL21118,P16155,2216,2022-06-29,Rejected,Over in.,
CL21119,P11946,7234,2023-05-14,Closed,Together tonight resource least.,2025-05-25
CL21120,P12386,10231,2023-10-21,Open,Stay myself consumer.,
CL21121,P10961,14132,2024-09-04,Closed,Computer many as spring husband.,2023-12-14
CL21122,P16377,14252,2023-08-06,Open,Capital pull.,
CL21123,P12404,16958,2024-08-31,Open,Particularly threat morning young.,
CL21124,P13318,15242,2024-10-02,Rejected,As ok exactly.,
CL21125,P17369,7440,2024-12-19,Closed,Foreign while nothing may decision.,2023-11-20
CL21126,P12420,2730,2022-09-12,Open,Call out remain yeah yard.,
CL21127,P11170,844,2024-03-30,Open,Light a.,
CL21128,P14334,12796,2023-09-19,Open,Together radio left executive.,
CL21129,P11342,8560,2024-01-24,Rejected,Quite must first.,
CL21130,P10294,16743,2024-06-25,Closed,Listen once program audience term.,2025-02-27
CL21131,P11795,5395,2024-01-06,Rejected,Reach chair into experience.,
CL21132,P11770,9250,2025-02-14,Open,Support pattern cultural or method.,
CL21133,P10629,9213,2022-09-10,Rejected,Hot kid respond.,
CL21134,P16105,1364,2024-01-01,Rejected,Sign education area full.,
CL21135,P15349,6536,2023-01-30,Closed,Ago arm early mean whether.,2024-05-04
CL21136,P13105,11511,2024-01-03,Closed,Behind art money.,2024-12-07
CL21137,P13566,3351,2024-08-02,Closed,Strong she.,2025-03-10
CL21138,P15912,18417,2022-09-28,Open,Institution word prove week.,
CL21139,P17077,10419,2024-11-12,Rejected,Never notice management whole quality.,
CL21140,P15794,11066,2022-12-31,Closed,Reality either design.,2025-03-02
CL21141,P12318,16467,2025-03-08,Open,Professional front federal must activity.,
CL21142,P15512,18766,2023-07-25,Open,Point share.,
CL21143,P14280,14086,2024-06-17,Closed,Power test any.,2024-08-04
CL21144,P12346,12071,2022-07-28,Open,Enjoy while effort alone.,
CL21145,P15540,18828,2023-11-14,Closed,Large money six.,2024-08-08
CL21146,P10747,7741,2023-02-13,Closed,Look painting task establish ground.,2023-09-22
CL21147,P15324,13918,2023-02-05,Closed,He which cut wait.,2025-05-18
CL21148,P11615,13052,2025-01-10,Open,Pass everybody member consumer hair.,
CL21149,P11181,6450,2023-06-06,Rejected,Tree place brother.,
CL21150,P17462,8487,2023-10-28,Rejected,Detail current analysis.,
CL21151,P14159,8519,2024-12-28,Closed,Yes everything go wall of.,2024-03-16
CL21152,P12748,14073,2024-04-30,Open,Against seven.,
CL21153,P12841,1207,2023-08-02,Closed,Then discover easy likely middle.,2025-03-24
CL21154,P12508,3593,2025-02-22,Rejected,Thought future many television.,
CL21155,P14748,4950,2023-12-18,Closed,No lead town simple movement.,2023-10-15
CL21156,P10727,8414,2024-03-19,Closed,Drive arrive before.,2025-04-14
CL21157,P17088,13546,2024-11-30,Closed,Check race probably himself.,2023-09-10
CL21158,P13110,6084,2025-03-22,Open,Person beautiful mind.,
CL21159,P17000,12138,2024-06-04,Open,Product represent less drive.,
CL21160,P16454,2477,2023-10-19,Rejected,Agent everybody fund address entire.,
CL21161,P14823,5994,2023-07-04,Rejected,Religious any.,
CL21162,P12956,17635,2024-02-18,Open,Class conference ok.,
CL21163,P15776,6086,2024-11-23,Rejected,Station letter.,
CL21164,P11131,5356,2023-06-06,Closed,Significant sense.,2025-03-31
CL21165,P10948,4951,2025-01-18,Rejected,Push city structure take.,
CL21166,P15393,7404,2024-04-11,Open,Garden while.,
CL21167,P16285,16932,2024-11-13,Closed,East bed back.,2024-02-09
CL21168,P16243,3306,2024-04-12,Closed,One subject want letter page.,2024-01-06
CL21169,P12621,16211,2024-04-14,Rejected,Participant factor eye continue.,
CL21170,P11929,15553,2023-09-03,Open,Some successful loss and.,
CL21171,P13173,6793,2023-03-28,Rejected,Seek wonder foreign box.,
CL21172,P10473,3300,2024-03-20,Rejected,Newspaper new eight result.,
CL21173,P15768,13178,2023-05-22,Open,Add put especially seem boy.,
CL21174,P11947,7538,2024-08-17,Open,Future foot opportunity past word.,
CL21175,P14937,12988,2024-06-02,Closed,Win effect street possible.,2024-03-11
CL21176,P17094,4652,2024-03-09,Closed,Yeah decide.,2025-02-03
CL21177,P10157,6881,2024-08-14,Closed,At catch happen.,2023-09-28
CL21178,P13210,2979,2024-08-29,Open,Always push lose.,
CL21179,P11449,2237,2024-06-09,Closed,Soon water citizen include.,2024-09-13
CL21180,P16018,14947,2025-02-03,Open,Bag hope arm wish.,
CL21181,P14795,15305,2023-01-14,Closed,Reflect difference any whatever.,2024-04-06
CL21182,P16936,17937,2025-05-14,Open,In against candidate foot.,
CL21183,P10719,11816,2022-06-22,Closed,Building value consider own participant.,2024-08-17
CL21184,P17911,13433,2023-12-18,Open,Popular scene on.,
CL21185,P16029,16753,2022-09-04,Closed,Company personal.,2024-12-30
CL21186,P11374,2090,2023-04-18,Closed,College one him.,2023-10-03
CL21187,P17916,11081,2025-05-31,Rejected,Serve what opportunity full.,
CL21188,P10849,17921,2024-07-25,Rejected,Travel but bit note.,
CL21189,P10463,11533,2023-01-04,Rejected,Sign rock talk participant only.,
CL21190,P14815,7489,2022-08-27,Open,Goal remain education.,
CL21191,P16346,18647,2022-12-08,Open,Tonight enough degree.,
CL21192,P17156,1497,2023-07-23,Closed,No get fish.,2025-06-04
CL21193,P15613,6192,2023-02-27,Open,Power both around.,
CL21194,P14921,16055,2023-05-11,Open,Purpose section.,
CL21195,P16524,7029,2024-01-28,Rejected,Stage home fear traditional.,
CL21196,P15762,11566,2024-05-08,Rejected,Value drive scientist little.,
CL21197,P11227,14059,2025-03-10,Open,Several may.,
CL21198,P11672,16718,2024-05-04,Open,Poor station health.,
CL21199,P15971,8297,2023-11-14,Open,Organization region herself.,
CL21200,P11739,6831,2024-08-29,Rejected,Same theory cover probably.,
CL21201,P16521,2115,2024-10-14,Rejected,Life much.,
CL21202,P13536,8978,2024-07-13,Open,Deal draw each stock myself.,
CL21203,P10385,10469,2022-12-27,Closed,Military southern view matter.,2025-05-30
CL21204,P14357,7418,2025-03-03,Closed,Speech if.,2024-11-17
CL21205,P17452,1720,2022-11-27,Rejected,Hold arm kitchen.,
CL21206,P16434,8151,2022-08-14,Open,Quickly every room.,
CL21207,P13622,17035,2024-08-11,Rejected,Within administration.,
CL21208,P10912,8229,2024-08-03,Closed,Wrong nor treat guy full.,2024-10-18
CL21209,P17091,7158,2024-04-26,Closed,Avoid career discussion.,2024-04-08
CL21210,P10067,11671,2024-02-21,Closed,On provide.,2025-05-10
CL21211,P12746,2781,2024-07-15,Closed,Management church very item thousand.,2024-03-09
CL21212,P13865,4991,2023-02-28,Rejected,Bag mind.,
CL21213,P12306,18204,2023-03-25,Closed,Participant meet create single.,2025-01-26
