employeeID,name,position,hireDate,branchID,email
E0382,Robert Bruce,Teller,2017-05-05,B148,jfields@example.com
E0383,Luke Mercado,Clerk,2018-10-21,B070,jaclyn84@example.net
E0384,Andrew Vang,Teller,2019-10-08,B133,calvin77@example.com
E0385,Kyle Fisher,Clerk,2025-05-26,B144,wandabrown@example.net
E0386,Kayla Miller,Manager,2021-08-25,B064,wallacewayne@example.org
E0387,Brandon Berger,Advisor,2023-09-02,B009,oliverdalton@example.net
E0388,Eric Rogers,Manager,2015-08-21,B053,heather75@example.org
E0389,Christina Kline,Clerk,2017-11-01,B063,williamsonandrea@example.org
E0390,Jeffrey Flynn,Advisor,2017-03-07,B155,fwilkinson@example.org
E0391,Shawn Hall,Advisor,2015-09-23,B039,avaughan@example.net
E0392,Robert Moreno,Manager,2022-06-19,B114,christine16@example.com
E0393,Emily Mckee,Teller,2020-12-03,B028,jesussellers@example.net
E0394,Andrea Potter,Advisor,2016-10-05,B085,comptongeorge@example.net
E0395,Connie Schaefer,Manager,2023-10-08,B104,idougherty@example.org
E0396,Shannon Woods,Teller,2019-01-26,B077,aboyd@example.org
E0397,Tammy Ayers,Teller,2016-11-01,B010,tammylong@example.org
E0398,Andrew Lewis,Clerk,2024-05-25,B005,jestes@example.org
E0399,Dr. Ashley Lowe,Teller,2025-03-28,B003,williamsmith@example.com
E0400,Kevin Crosby,Manager,2024-01-18,B084,alexislang@example.org
E0401,Lisa Pittman DVM,Teller,2020-09-17,B161,thomasbecky@example.com
E0402,Eric Simmons,Advisor,2016-07-31,B031,kellyavila@example.com
E0403,Wanda Moore,Manager,2023-06-15,B080,andrew54@example.com
E0404,Valerie King,Clerk,2024-10-12,B165,ubrennan@example.net
E0405,Thomas Wright,Advisor,2020-02-13,B189,brittanydunn@example.org
E0406,Lisa Beltran,Manager,2018-12-17,B053,gordonabigail@example.net
E0407,Timothy Howard,Advisor,2019-12-24,B096,hball@example.net
E0408,Kathleen Dickson,Manager,2023-03-05,B071,lesliewinters@example.net
E0409,Lindsey Flores,Advisor,2025-04-04,B155,zwheeler@example.org
E0410,Gail Sullivan,Teller,2022-09-19,B116,dcrawford@example.net
E0411,John Cruz,Manager,2023-10-26,B123,zbecker@example.com
E0412,Kendra Flowers,Teller,2016-01-13,B126,camposscott@example.com
E0413,Emily Allen,Advisor,2018-11-06,B021,cassandra00@example.com
E0414,Peter Hall,Advisor,2017-04-22,B021,rnguyen@example.org
E0415,Joseph Miller,Manager,2017-03-10,B045,pollardxavier@example.org
E0416,Stephen Moore,Manager,2015-11-13,B199,haileyhernandez@example.org
E0417,Jason Bowen,Teller,2019-10-14,B001,thuynh@example.org
E0418,Michael Pierce,Teller,2015-12-14,B022,shariburke@example.org
E0419,Samantha Mccall,Manager,2025-03-12,B075,mercedeswilliams@example.net
E0420,Anthony Gibson,Teller,2023-02-22,B147,sanforddanielle@example.org
E0421,Anthony Yang,Teller,2021-12-20,B109,robertramos@example.net
E0422,Tanner Wright,Advisor,2020-03-12,B067,brownbrian@example.com
E0423,Samantha Davis,Advisor,2015-11-19,B092,rachaelhamilton@example.net
E0424,Dr. Stephen White,Advisor,2021-10-06,B076,pollardjeanne@example.net
E0425,Darrell Frank,Teller,2022-04-11,B095,masonconnie@example.org
E0426,Christopher Riddle,Teller,2023-03-29,B156,thompsonmelissa@example.com
E0427,Lynn Cross,Teller,2024-11-10,B043,abigailhicks@example.net
E0428,Yolanda Hamilton,Clerk,2025-01-07,B199,jgordon@example.com
E0429,Elizabeth Rowe,Clerk,2018-03-30,B034,hcarter@example.net
E0430,William Romero,Manager,2024-10-30,B039,reidkari@example.org
E0431,Christopher Smith,Advisor,2021-01-08,B084,courtney84@example.org
E0432,Kristina Jackson,Teller,2019-06-04,B149,cunninghamaustin@example.com
E0433,Holly Jones,Advisor,2020-05-18,B157,riley66@example.org
E0434,Tiffany Brown,Manager,2020-06-11,B193,brandon20@example.org
E0435,Matthew Bentley,Manager,2016-11-17,B063,summersscott@example.org
E0436,William Andrews,Clerk,2023-12-17,B066,singhjacqueline@example.net
E0437,Christopher Harris,Clerk,2019-03-28,B024,michaelthomas@example.net
E0438,Brenda Roberts,Teller,2018-03-14,B184,rebeccadean@example.org
E0439,Jennifer Stewart,Clerk,2022-11-14,B015,alyssamiller@example.net
E0440,Sherry Hartman,Clerk,2019-08-18,B199,boyerryan@example.net
E0441,Jon Lopez,Clerk,2023-10-26,B065,sanchezjames@example.com
E0442,Lisa Flowers,Manager,2016-07-09,B082,woodwilliam@example.org
E0443,Anthony Owens,Advisor,2025-03-10,B187,sierrawolfe@example.com
E0444,Emily Garrett,Teller,2023-07-07,B087,rossadam@example.net
E0445,Sandra Harper,Teller,2017-07-26,B042,jeremiah83@example.org
E0446,Kari Johnson,Teller,2021-06-11,B027,louishill@example.org
E0447,William Bailey,Advisor,2022-01-09,B148,dylansavage@example.org
E0448,Christopher Caldwell,Clerk,2017-06-03,B040,thuffman@example.net
E0449,Vincent Martinez,Manager,2020-09-29,B114,gwhite@example.org
E0450,Kristen Smith,Advisor,2022-06-16,B141,amandajackson@example.net
E0451,Carrie Martinez,Teller,2018-09-05,B131,michael08@example.org
E0452,Timothy Charles,Teller,2019-10-28,B035,marcusjones@example.org
E0453,Victor Shepherd,Clerk,2024-12-14,B097,joycerodriguez@example.com
E0454,Amanda Foster,Clerk,2022-12-08,B091,dennisshawn@example.com
E0455,Kristina Hall,Teller,2015-12-30,B101,daniel89@example.net
E0456,Connor Dunn,Clerk,2023-07-03,B097,igray@example.org
E0457,David Kim,Clerk,2021-11-21,B096,salasjesus@example.net
E0458,Sheila Taylor,Clerk,2024-03-05,B179,leah77@example.org
E0459,Mercedes Padilla,Clerk,2016-09-23,B125,jreeves@example.com
E0460,Sherri Smith,Advisor,2015-11-05,B057,brownkendra@example.org
E0461,Scott Roberts,Clerk,2018-05-13,B190,drakesteven@example.org
E0462,Megan Garza,Clerk,2023-10-20,B107,utapia@example.com
E0463,Andrew Atkinson,Advisor,2025-01-26,B127,jamesmcdowell@example.org
E0464,Dakota Hill,Teller,2015-12-13,B042,chad95@example.net
E0465,Kimberly Butler,Advisor,2022-12-22,B178,larry37@example.net
E0466,Samuel Barr DDS,Clerk,2020-08-03,B101,rachelpalmer@example.com
E0467,Jose Knight,Advisor,2024-11-25,B100,leejonathan@example.com
E0468,Raymond Robbins,Advisor,2021-02-24,B080,catherinestokes@example.com
E0469,Carly Johnson,Teller,2020-12-25,B047,melindaking@example.com
E0470,Mr. Mark Brandt,Manager,2018-11-01,B160,fevans@example.com
E0471,Gerald Stephens,Advisor,2023-12-28,B023,andrewsjessica@example.org
E0472,John Fleming,Clerk,2022-10-26,B041,fowlerlori@example.net
E0473,Edward Santiago,Manager,2015-11-20,B097,nsantos@example.net
E0474,Stephen Gomez,Clerk,2023-11-07,B200,xlopez@example.org
E0475,Abigail Lewis,Clerk,2022-02-23,B076,whiteheadandrew@example.net
E0476,Rachael Stewart,Advisor,2021-11-10,B055,brianquinn@example.net
E0477,Dale Forbes,Manager,2021-04-16,B049,matthew36@example.com
E0478,Sally Collins,Manager,2021-12-09,B179,brittany52@example.com
E0479,Melissa Jones,Advisor,2020-01-01,B055,brooksbryan@example.com
E0480,Joy Dickson,Advisor,2019-10-02,B014,stephaniemora@example.net
E0481,Randall Mccarty,Advisor,2022-04-18,B101,vincentchambers@example.org
E0482,Stacy Jones,Advisor,2019-08-14,B097,jennifer75@example.com
E0483,Mary Elliott,Clerk,2023-10-22,B057,mpeterson@example.org
E0484,Cheryl Mueller,Advisor,2024-08-24,B064,jessicaalvarez@example.org
E0485,Christina Watts,Clerk,2023-07-07,B025,jacobjackson@example.org
E0486,Felicia James,Manager,2018-10-15,B192,stephaniestephens@example.com
E0487,Marilyn West,Manager,2020-04-17,B124,joshuajones@example.net
E0488,Angela Donovan,Advisor,2020-06-12,B093,jamesperry@example.net
E0489,Thomas Kelley,Manager,2017-12-29,B023,josephmorgan@example.net
E0490,Patrick Collins,Manager,2016-11-13,B040,alecarcher@example.org
E0491,Christopher Cantu,Clerk,2017-07-08,B161,wjones@example.org
E0492,Michael Smith,Clerk,2015-07-11,B112,clarklynn@example.net
E0493,Jonathan Castillo,Teller,2022-09-12,B121,kcook@example.net
E0494,Troy Espinoza PhD,Advisor,2015-08-07,B047,jparker@example.com
E0495,Norma Lee,Teller,2023-05-12,B045,trevor85@example.net
E0496,Samantha Moore,Advisor,2018-02-18,B180,dmartinez@example.com
E0497,Paul Harper,Clerk,2023-03-16,B152,donald03@example.com
E0498,Troy Jackson,Teller,2025-04-21,B141,xwyatt@example.org
E0499,Calvin Rhodes,Manager,2018-01-18,B122,nelsontravis@example.org
E0500,Mrs. Jordan Williams,Teller,2024-12-15,B031,johnbriggs@example.com
